chromosome,read interval,reads,length of read,result,status
chr1,"(11199060, 11199072)",1,12,"[['Prex2-201', 13, 14.0]]",['U']
chr1,"(11200579, 11200591)",1,12,"[['Prex2-201', 13, 14.0]]",['U']
chr1,"(11202174, 11202189)",1,15,"[['Prex2-201', 13, 14.0]]",['U']
chr1,"(11202383, 11202395)",1,12,"[['Prex2-201', 13, 14.0]]",['U']
chr1,"(11202572, 11202584)",1,12,"[['Prex2-201', 14, 15.0]]",['A']
chr1,"(11204757, 11204769)",1,12,"[['Prex2-201', 14, 15.0]]",['U']
chr1,"(11221007, 11221019)",1,12,"[['Prex2-201', 19, 20.0]]",['U']
chr1,"(11222744, 11222755)",1,11,"[['Prex2-201', 19, 20.0]]",['U']
chr1,"(11224440, 11224463)",1,23,"[['Prex2-201', 20, 21.0]]",['U']
chr1,"(11230550, 11230563)",1,13,"[['Prex2-201', 22, 23.0]]",['U']
chr1,"(11246634, 11246652)",1,18,"[['Prex2-201', 25, 26.0]]",['U']
chr1,"(11246745, 11246756)",2,11,"[['Prex2-201', 25, 26.0]]",['U']
chr1,"(11246900, 11246928)",1,28,"[['Prex2-201', 25, 26.0]]",['U']
chr1,"(11247196, 11474382)",1,227186,[],['S']
chr1,"(11248736, 11248748)",1,12,"[['Prex2-201', 25, 26.0]]",['U']
chr1,"(11256000, 11256015)",1,15,"[['Prex2-201', 28, 29.0]]",['U']
chr1,"(11256240, 11256268)",1,28,"[['Prex2-201', 29, 30.0]]",['U']
chr1,"(11257923, 11257934)",1,11,"[['Prex2-201', 30, 31.0]]",['U']
chr1,"(11258502, 11258514)",2,12,"[['Prex2-201', 30, 31.0]]",['U']
chr1,"(11263324, 11263343)",1,19,"[['Prex2-201', 30, 31.0]]",['U']
chr1,"(11263329, 11263343)",9,14,"[['Prex2-201', 30, 31.0]]",['U']
chr1,"(11264346, 11264365)",1,19,"[['Prex2-201', 31, 32.0]]",['U']
chr1,"(11267822, 11267834)",1,12,"[['Prex2-201', 31, 32.0]]",['U']
chr1,"(11271169, 11271180)",1,11,"[['Prex2-201', 32, 33.0]]",['U']
chr1,"(11272937, 11272949)",1,12,"[['Prex2-201', 32, 33.0]]",['U']
chr1,"(11276743, 11276754)",1,11,"[['Prex2-201', 33, 34.0]]",['U']
chr1,"(11277304, 11277318)",1,14,"[['Prex2-201', 33, 34.0]]",['U']
chr1,"(11279850, 11279861)",1,11,"[['Prex2-201', 34, 35.0]]",['U']
chr1,"(11282258, 11282271)",1,13,"[['Prex2-201', 34, 35.0]]",['U']
chr1,"(11284866, 11284879)",1,13,"[['Prex2-201', 34, 35.0]]",['U']
chr1,"(11288929, 11288942)",1,13,"[['Prex2-201', 34, 35.0]]",['U']
chr1,"(11291765, 11291782)",1,17,"[['Prex2-201', 34, 35.0]]",['U']
chr1,"(11293114, 11293125)",1,11,"[['Prex2-201', 34, 35.0]]",['U']
chr1,"(11297160, 11297172)",1,12,"[['Prex2-201', 34, 35.0]]",['U']
chr1,"(11299371, 11299381)",2,10,"[['Prex2-201', 34, 35.0]]",['U']
chr1,"(11312593, 11312605)",1,12,"[['Prex2-201', 35, 36.0]]",['U']
chr1,"(11317063, 11317073)",1,10,"[['Prex2-201', 35, 36.0]]",['U']
chr1,"(11318613, 11318624)",1,11,"[['Prex2-201', 35, 36.0]]",['U']
chr1,"(11321836, 11321847)",1,11,"[['Prex2-201', 35, 36.0]]",['U']
chr1,"(11323026, 11323037)",1,11,"[['Prex2-201', 35, 36.0]]",['U']
chr1,"(11323181, 11323192)",1,11,"[['Prex2-201', 35, 36.0]]",['U']
chr1,"(11334464, 11334478)",1,14,"[['Prex2-201', 35, 36.0]]",['U']
chr1,"(11334851, 11334860)",1,9,"[['Prex2-201', 35, 36.0]]",['U']
chr1,"(11341577, 11341594)",1,17,"[['Prex2-201', 37, 38.0]]",['U']
chr1,"(11350702, 11350712)",1,10,"[['Prex2-201', 37, 38.0]]",['U']
chr1,"(11356921, 11356934)",1,13,"[['Prex2-201', 38, 39.0]]",['U']
chr1,"(11358523, 11358541)",1,18,"[['Prex2-201', 38, 39.0]]",['U']
chr1,"(11359146, 11359155)",1,9,"[['Prex2-201', 38, 39.0]]",['U']
chr1,"(11359703, 11359716)",1,13,"[['Prex2-201', 39, 40.0]]",['U']
chr1,"(11364607, 11364619)",2,12,"[['Prex2-201', 39, 40.0]]",['U']
chr1,"(11366033, 11366049)",1,16,"[['Prex2-201', 39, 40.0]]",['U']
chr1,"(11367091, 11367106)",2,15,"[['Prex2-201', 39, 40.0]]",['U']
chr1,"(11368405, 11368423)",1,18,['MinDist5:115905'],['F5']
chr1,"(11375168, 11375177)",1,9,['MinDist3:1263'],['F3']
chr1,"(11377648, 11377664)",1,16,['MinDist3:3743'],['F3']
chr1,"(11387075, 11387093)",1,18,['MinDist3:13170'],['F3']
chr1,"(11388511, 11388524)",1,13,['MinDist3:14606'],['F3']
chr1,"(11397443, 11397456)",1,13,['MinDist3:23538'],['F3']
chr1,"(11400182, 11400203)",1,21,['MinDist3:26277'],['F3']
chr1,"(11415662, 11415676)",2,14,['MinDist3:41757'],['F3']
chr1,"(11418091, 11418102)",1,11,['MinDist3:44186'],['F3']
chr1,"(11420573, 11420585)",1,12,['MinDist3:46668'],['F3']
chr1,"(11425909, 11425921)",1,12,['MinDist3:52004'],['F3']
chr1,"(11427809, 11427823)",1,14,['MinDist3:53904'],['F3']
chr1,"(11432228, 11432247)",2,19,['MinDist5:52081'],['F5']
chr1,"(11436030, 11436044)",1,14,['MinDist5:48284'],['F5']
chr1,"(11441151, 11441169)",3,18,['MinDist5:43159'],['F5']
chr1,"(11441151, 11441167)",5,16,['MinDist5:43161'],['F5']
chr1,"(11441151, 11441168)",5,17,['MinDist5:43160'],['F5']
chr1,"(11450778, 11450797)",1,19,['MinDist5:33531'],['F5']
chr1,"(11457326, 11457338)",1,12,['MinDist5:26990'],['F5']
chr1,"(11469622, 11469640)",2,18,['MinDist5:14688'],['F5']
chr1,"(11475713, 11475727)",1,14,['MinDist5:8601'],['F5']
chr1,"(11483768, 11483783)",2,15,['MinDist5:545'],['F5']
chr1,"(11484874, 11484894)",1,20,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11485683, 11485700)",1,17,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11487259, 11487270)",1,11,['Gm38178-201'],['A']
chr1,"(11493150, 11493162)",1,12,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11500654, 11500666)",1,12,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11503596, 11503609)",1,13,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11508306, 11508317)",2,11,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11513001, 11513016)",1,15,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11515105, 11515117)",1,12,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11516746, 11516756)",1,10,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11517520, 11517544)",1,24,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11525039, 11525052)",1,13,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11526476, 11735980)",1,209504,[],['S']
chr1,"(11528507, 11528518)",1,11,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11528873, 11528888)",1,15,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11530195, 11530210)",1,15,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11540178, 11540193)",1,15,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11545866, 11545894)",1,28,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11549486, 11549501)",1,15,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11550260, 11550282)",1,22,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11560460, 11560471)",1,11,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11568999, 11569018)",1,19,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11571766, 11571781)",2,15,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11572955, 11572969)",1,14,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11576103, 11576117)",2,14,"[['A830018L16Rik-208', 1, 2.0]]",['U']
chr1,"(11590124, 11590140)",1,16,"[['A830018L16Rik-208', 3, 4.0]]",['U']
chr1,"(11593373, 11593385)",1,12,"[['A830018L16Rik-208', 3, 4.0]]",['U']
chr1,"(11594050, 11594064)",1,14,"[['A830018L16Rik-208', 3, 4.0]]",['U']
chr1,"(11601563, 11601575)",1,12,"[['A830018L16Rik-208', 3, 4.0]]",['U']
chr1,"(11605119, 11605132)",2,13,"[['A830018L16Rik-208', 3, 4.0]]",['U']
chr1,"(11613708, 11613732)",1,24,"[['A830018L16Rik-208', 3, 4.0]]",['U']
chr1,"(11626662, 11626676)",1,14,"[['A830018L16Rik-208', 4, 5.0]]",['U']
chr1,"(11628997, 11629010)",2,13,"[['A830018L16Rik-208', 4, 5.0]]",['U']
chr1,"(11632068, 11632082)",1,14,"[['A830018L16Rik-208', 4, 5.0]]",['U']
chr1,"(11637103, 11637113)",2,10,"[['A830018L16Rik-208', 5, 6.0]]",['U']
chr1,"(11641904, 11641915)",1,11,"[['A830018L16Rik-208', 5, 6.0]]",['U']
chr1,"(11645803, 11645819)",1,16,"[['A830018L16Rik-208', 5, 6.0]]",['U']
chr1,"(11647028, 11647046)",1,18,"[['A830018L16Rik-208', 5, 6.0]]",['U']
chr1,"(11647064, 11647079)",2,15,"[['A830018L16Rik-208', 5, 6.0]]",['U']
chr1,"(11650663, 11650677)",1,14,"[['A830018L16Rik-208', 5, 6.0]]",['U']
chr1,"(11655288, 11655305)",1,17,"[['A830018L16Rik-208', 5, 6.0]]",['U']
chr1,"(11657804, 11657818)",1,14,"[['A830018L16Rik-208', 5, 6.0]]",['U']
chr1,"(11659618, 11659630)",1,12,"[['A830018L16Rik-208', 6, 7.0]]",['U']
chr1,"(11660914, 11660928)",1,14,"[['A830018L16Rik-208', 6, 7.0]]",['U']
chr1,"(11664473, 11664489)",1,16,"[['A830018L16Rik-208', 6, 7.0]]",['U']
chr1,"(11666050, 11666062)",1,12,"[['A830018L16Rik-208', 6, 7.0]]",['U']
chr1,"(11667694, 11667714)",1,20,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11669736, 11669764)",1,28,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11675586, 11675614)",1,28,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11676517, 11676536)",1,19,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11677263, 11677275)",1,12,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11681725, 11681736)",1,11,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11683743, 11683758)",2,15,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11697384, 11697397)",1,13,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11698322, 11698336)",2,14,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11702924, 11702952)",1,28,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11704826, 11704853)",2,27,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11710781, 11710795)",1,14,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11714496, 11714507)",1,11,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11715553, 11715566)",1,13,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11722675, 11722692)",1,17,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11723815, 11723829)",2,14,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11726126, 11726139)",1,13,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11733481, 11733495)",1,14,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11735320, 11735335)",2,15,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11753220, 11753233)",1,13,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11764189, 11764201)",1,12,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11764626, 11764636)",1,10,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11765123, 11765137)",1,14,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11768541, 11768561)",1,20,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11768542, 11768561)",5,19,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11768544, 11768561)",1,17,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11768545, 11768561)",3,16,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11770733, 11770761)",1,28,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11771760, 11771777)",1,17,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11774551, 11774571)",1,20,['Gm38069-201'],['A']
chr1,"(11775488, 11775502)",1,14,['Gm38069-201'],['A']
chr1,"(11775730, 11775741)",1,11,['Gm38069-201'],['A']
chr1,"(11776395, 11776406)",1,11,['Gm38069-201'],['A']
chr1,"(11778765, 11778780)",1,15,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11781211, 11781226)",1,15,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11791146, 11791162)",1,16,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11791275, 11791298)",1,23,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11795877, 11795894)",1,17,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11796959, 11796972)",1,13,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11797918, 11797935)",1,17,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11801987, 11802002)",1,15,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11804890, 11804904)",1,14,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11816058, 11816070)",2,12,"[['A830018L16Rik-201', 7, 8.0]]",['U']
chr1,"(11824812, 11824827)",1,15,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11829942, 11829958)",1,16,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11830507, 11830519)",1,12,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11834595, 11834610)",1,15,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11835743, 11835757)",1,14,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11842678, 11842690)",1,12,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11845364, 11845376)",1,12,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11846639, 11846664)",1,25,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11861610, 11861622)",1,12,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11863692, 11863719)",1,27,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11863705, 11863719)",4,14,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11865434, 11865450)",1,16,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11867208, 11867221)",3,13,"[['A830018L16Rik-201', 8, 9.0]]",['U']
chr1,"(11883473, 11883486)",1,13,"[['A830018L16Rik-201', 9, 10.0]]",['U']
chr1,"(11888821, 11888831)",1,10,"[['A830018L16Rik-201', 9, 10.0]]",['U']
chr1,"(11892497, 11892510)",1,13,"[['A830018L16Rik-201', 9, 10.0]]",['U']
chr1,"(11894021, 11894031)",1,10,"[['A830018L16Rik-201', 9, 10.0]]",['U']
chr1,"(11903757, 11903784)",1,27,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11906875, 11906887)",1,12,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11911439, 11911450)",1,11,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11912247, 11912263)",1,16,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11921621, 11921649)",1,28,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11929996, 11930015)",1,19,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11934522, 11934540)",1,18,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11936419, 11936432)",1,13,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11943217, 11943230)",1,13,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11945109, 11945121)",1,12,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11952408, 11952419)",1,11,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11955472, 11955483)",1,11,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11958308, 11958320)",1,12,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11960478, 11960490)",1,12,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11972570, 11972588)",2,18,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11979697, 11979712)",1,15,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11982201, 11982216)",2,15,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11984266, 11984282)",3,16,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11988605, 11988626)",1,21,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11992811, 11992828)",2,17,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11992814, 11992828)",1,14,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11994651, 11994662)",1,11,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(11998493, 11998508)",1,15,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(12003610, 12003621)",1,11,"[['A830018L16Rik-201', 10, 11.0]]",['U']
chr1,"(12005856, 12005870)",1,14,"[['A830018L16Rik-201', 11, 12.0]]",['U']
chr1,"(12007679, 12007693)",1,14,"[['A830018L16Rik-201', 11, 12.0]]",['U']
chr1,"(12018968, 12018980)",1,12,"[['A830018L16Rik-201', 11, 12.0]]",['U']
chr1,"(12019565, 12019576)",1,11,"[['A830018L16Rik-201', 11, 12.0]]",['U']
chr1,"(12021275, 12021286)",1,11,"[['A830018L16Rik-201', 12, 13.0]]",['U']
chr1,"(12022690, 12022704)",1,14,"[['A830018L16Rik-201', 12, 13.0]]",['U']
chr1,"(12046486, 12046501)",1,15,['MinDist3:361'],['F3']
chr1,"(12047210, 12047223)",2,13,['MinDist3:1085'],['F3']
chr1,"(12049037, 12049052)",1,15,['MinDist3:2912'],['F3']
chr1,"(12050144, 12050155)",1,11,['MinDist3:4019'],['F3']
chr1,"(12056939, 12056954)",1,15,['MinDist3:10814'],['F3']
chr1,"(12060215, 12060231)",2,16,['MinDist3:14090'],['F3']
chr1,"(12061973, 12061984)",1,11,['MinDist3:15848'],['F3']
chr1,"(12074168, 12074178)",1,10,['MinDist3:28043'],['F3']
chr1,"(12079283, 12079295)",1,12,['MinDist3:33158'],['F3']
chr1,"(12086418, 12086435)",2,17,['MinDist3:40293'],['F3']
chr1,"(12087801, 12087817)",1,16,['MinDist3:41676'],['F3']
chr1,"(12088170, 12088192)",1,22,['MinDist3:42045'],['F3']
chr1,"(12088545, 12088558)",1,13,['MinDist3:42420'],['F3']
chr1,"(12096069, 12096082)",2,13,['MinDist3:49944'],['F3']
chr1,"(12101917, 12101936)",1,19,['MinDist3:55792'],['F3']
chr1,"(12122839, 12122854)",1,15,['MinDist5:68329'],['F5']
chr1,"(12126142, 12126161)",1,19,['MinDist5:65022'],['F5']
chr1,"(12126142, 12126154)",1,12,['MinDist5:65029'],['F5']
chr1,"(12126876, 12126890)",1,14,['MinDist5:64293'],['F5']
chr1,"(12156187, 12156198)",1,11,['MinDist5:34985'],['F5']
chr1,"(12161816, 12161827)",1,11,['MinDist5:29356'],['F5']
chr1,"(12166869, 12166884)",1,15,['MinDist5:24299'],['F5']
chr1,"(12173936, 12173948)",1,12,['MinDist5:17235'],['F5']
chr1,"(12174300, 12174312)",4,12,['MinDist5:16871'],['F5']
chr1,"(12182078, 12182088)",1,10,['MinDist5:9095'],['F5']
chr1,"(12184007, 12184018)",1,11,['MinDist5:7165'],['F5']
chr1,"(12189461, 12189476)",1,15,['MinDist5:1707'],['F5']
chr1,"(12193021, 12193036)",1,15,['MinDist3:965'],['F3']
chr1,"(12206139, 12206157)",1,18,['MinDist3:14083'],['F3']
chr1,"(12209770, 12209781)",1,11,['MinDist3:17714'],['F3']
chr1,"(12219480, 12219494)",1,14,['MinDist3:27424'],['F3']
chr1,"(12220830, 12220843)",1,13,['MinDist3:28774'],['F3']
chr1,"(12244863, 12244878)",1,15,['MinDist3:52807'],['F3']
chr1,"(12262899, 12262917)",2,18,['MinDist3:70843'],['F3']
chr1,"(12263199, 12263214)",1,15,['MinDist3:71143'],['F3']
chr1,"(12268338, 12268352)",1,14,['MinDist3:76282'],['F3']
chr1,"(12274874, 12274886)",1,12,['MinDist3:82818'],['F3']
chr1,"(12278918, 12278931)",1,13,['MinDist3:86862'],['F3']
chr1,"(12303255, 12303270)",3,15,['MinDist3:111199'],['F3']
chr1,"(12303322, 12303337)",1,15,['MinDist3:111266'],['F3']
chr1,"(12304732, 12304743)",1,11,['MinDist3:112676'],['F3']
chr1,"(12313160, 12313171)",2,11,['MinDist3:121104'],['F3']
chr1,"(12346981, 12346993)",1,12,['MinDist5:98166'],['F5']
chr1,"(12352499, 12352511)",1,12,['MinDist5:92648'],['F5']
chr1,"(12355901, 12355916)",1,15,['MinDist5:89243'],['F5']
chr1,"(12355901, 12355918)",1,17,['MinDist5:89241'],['F5']
chr1,"(12355901, 12355915)",2,14,['MinDist5:89244'],['F5']
chr1,"(12373297, 12373309)",1,12,['MinDist5:71850'],['F5']
chr1,"(12383839, 12383855)",1,16,['MinDist5:61304'],['F5']
chr1,"(12389895, 12389909)",1,14,['MinDist5:55250'],['F5']
chr1,"(12390790, 12390803)",2,13,['MinDist5:54356'],['F5']
chr1,"(12405186, 12405204)",2,18,['MinDist5:39955'],['F5']
chr1,"(12405191, 12405204)",5,13,['MinDist5:39955'],['F5']
chr1,"(12405394, 12405405)",1,11,['MinDist5:39754'],['F5']
chr1,"(12411973, 12411984)",1,11,['MinDist5:33175'],['F5']
chr1,"(12415736, 12415751)",2,15,['MinDist5:29408'],['F5']
chr1,"(12417674, 12417687)",1,13,['MinDist5:27472'],['F5']
chr1,"(12424892, 12424905)",1,13,['MinDist5:20254'],['F5']
chr1,"(12425174, 12425188)",1,14,['MinDist5:19971'],['F5']
chr1,"(12433618, 12433628)",1,10,['MinDist5:11531'],['F5']
chr1,"(12443061, 12443076)",1,15,['MinDist5:2083'],['F5']
chr1,"(12450652, 12450663)",1,11,['MinDist3:5386'],['F3']
chr1,"(12452827, 12452855)",7,28,['MinDist3:7561'],['F3']
chr1,"(12452844, 12452855)",5,11,['MinDist3:7578'],['F3']
chr1,"(12454871, 12454881)",1,10,['MinDist3:9605'],['F3']
chr1,"(12455166, 12455179)",1,13,['MinDist3:9900'],['F3']
chr1,"(12457747, 12457757)",7,10,['MinDist3:12481'],['F3']
chr1,"(12459573, 12459585)",1,12,['MinDist3:14307'],['F3']
chr1,"(12463562, 12463575)",1,13,['MinDist3:18296'],['F3']
chr1,"(12471279, 12471292)",1,13,['MinDist5:24917'],['F5']
chr1,"(12472223, 12472234)",1,11,['MinDist5:23975'],['F5']
chr1,"(12472617, 12472631)",2,14,['MinDist5:23578'],['F5']
chr1,"(12474643, 12474656)",2,13,['MinDist5:21553'],['F5']
chr1,"(12478576, 12478599)",1,23,['MinDist5:17610'],['F5']
chr1,"(12478983, 12478995)",1,12,['MinDist5:17214'],['F5']
chr1,"(12482142, 12482155)",1,13,['MinDist5:14054'],['F5']
chr1,"(12483008, 12483019)",7,11,['MinDist5:13190'],['F5']
chr1,"(12484419, 12484431)",7,12,['MinDist5:11778'],['F5']
chr1,"(12484537, 12484551)",1,14,['MinDist5:11658'],['F5']
chr1,"(12486926, 12486942)",7,16,['MinDist5:9267'],['F5']
chr1,"(12487375, 12487387)",1,12,['MinDist5:8822'],['F5']
chr1,"(12493522, 12493536)",1,14,['MinDist5:2673'],['F5']
chr1,"(12495407, 12495419)",7,12,['MinDist5:790'],['F5']
chr1,"(12496442, 12496457)",1,15,['MinDist3:112'],['3T']
chr1,"(12502631, 12502645)",1,14,['MinDist3:6301'],['F3']
chr1,"(12505787, 12505798)",1,11,['MinDist3:9457'],['F3']
chr1,"(12507335, 12507348)",1,13,['MinDist3:11005'],['F3']
chr1,"(12510362, 12510376)",1,14,['MinDist3:14032'],['F3']
chr1,"(12517103, 12517115)",7,12,['MinDist3:20773'],['F3']
chr1,"(12523934, 12523946)",7,12,['MinDist3:27604'],['F3']
chr1,"(12530707, 12530718)",1,11,['MinDist3:34377'],['F3']
chr1,"(12541844, 12541859)",1,15,['MinDist3:45514'],['F3']
chr1,"(12551598, 12551606)",1,8,['MinDist3:55268'],['F3']
chr1,"(12551787, 12551801)",1,14,['MinDist3:55457'],['F3']
chr1,"(12552059, 12552069)",7,10,['MinDist3:55729'],['F3']
chr1,"(12552283, 12552298)",1,15,['MinDist3:55953'],['F3']
chr1,"(12553081, 12553089)",1,8,['MinDist3:56751'],['F3']
chr1,"(12563301, 12563311)",7,10,['MinDist3:66971'],['F3']
chr1,"(12565536, 12565548)",1,12,['MinDist3:69206'],['F3']
chr1,"(12573168, 12573181)",1,13,['MinDist5:62619'],['F5']
chr1,"(12574684, 12574698)",1,14,['MinDist5:61102'],['F5']
chr1,"(12577408, 12577418)",1,10,['MinDist5:58382'],['F5']
chr1,"(12582160, 12582175)",1,15,['MinDist5:53625'],['F5']
chr1,"(12601399, 12601411)",1,12,['MinDist5:34389'],['F5']
chr1,"(12606613, 12606625)",1,12,['MinDist5:29175'],['F5']
chr1,"(12619741, 12619768)",1,27,['MinDist5:16032'],['F5']
chr1,"(12622868, 12622891)",1,23,['MinDist5:12909'],['F5']
chr1,"(12629538, 12629550)",1,12,['MinDist5:6250'],['F5']
chr1,"(12634863, 12634876)",1,13,['MinDist5:924'],['F5']
chr1,"(12641208, 12641221)",1,13,['MinDist3:4601'],['F3']
chr1,"(12641632, 12641647)",1,15,['MinDist3:5025'],['F3']
chr1,"(12642424, 12642438)",1,14,['MinDist3:5817'],['F3']
chr1,"(12645901, 12645915)",1,14,['MinDist3:9294'],['F3']
chr1,"(12649587, 12649598)",1,11,['MinDist3:12980'],['F3']
chr1,"(12655730, 12655742)",1,12,['MinDist3:19123'],['F3']
chr1,"(12659617, 12659635)",1,18,['MinDist3:23010'],['F3']
chr1,"(12660172, 12660186)",1,14,['MinDist3:23565'],['F3']
chr1,"(12663240, 12663267)",1,27,['MinDist3:26633'],['F3']
chr1,"(12664991, 12665002)",1,11,['MinDist3:28384'],['F3']
chr1,"(12674324, 12674337)",1,13,['MinDist3:37717'],['F3']
chr1,"(12682116, 12682128)",2,12,['MinDist5:43962'],['F5']
chr1,"(12682625, 12682637)",1,12,['MinDist5:43453'],['F5']
chr1,"(12683924, 12683935)",1,11,['MinDist5:42155'],['F5']
chr1,"(12686833, 12686847)",2,14,['MinDist5:39243'],['F5']
